name,logAge,logMass
Ruprecht_80,8.425,2.5540000000000003
NGC_6169,7.5,1.4771212547196624
FSR_1418,8.85,1.8864907251724818
FSR_1442,9.19,1.4393326938302626
FSR_1481,9.12,1.6857417386022637
DBSB_27,8.01,1.130333768495006
FSR_1411,7.5,1.7403626894942439
FSR_1424,8.4,1.5622928644564746
FSR_1435,6.0,1.4842998393467859
ESO_277-04,8.72,1.3324384599156054
FSR_1634,9.3,1.6857417386022637
Pismis_10,8.4,1.3617278360175928
vdBergh-Hagen_37,7.5,1.4393326938302626
FSR_1635,9.3,1.6074550232146685
Lynga_13,9.2,1.4065401804339552
DBSB_175,6.0,1.255272505103306
Ruprecht_67,8.6,2.1919999999999997
NGC_6192,8.15,2.804
vdBergh-Hagen_56,7.3,2.165
NGC_3680,9.2,2.04
FSR_1672,9.6,1.5797835966168101
FSR_1511,9.415,1.5118833609788744
MWSC_5604,9.2,0.9294189257142927
FSR_1684,9.4,1.4548448600085102
ESO_311-14,7.74,1.5440680443502757
ESO_282-26,9.235,1.8325089127062364
FSR_1421,8.3,0.9294189257142927
DBSB_176,7.795,0.9542425094393249
Trumpler_10,7.38,2.685
FSR_1744,8.6,1.8293037728310249
ESO_309-03,9.05,1.1139433523068367
FSR_1401,6.75,1.7853298350107671
FSR_1406,6.9,1.9242792860618816
MWSC_5744,9.22,1.2174839442139063
FSR_1475,9.15,1.8325089127062364
ESO_334-02,9.2,1.5118833609788744
MWSC_5665,8.875,1.130333768495006
FSR_1734,9.5,1.8228216453031045
FSR_1773,9.2,1.5185139398778875
Teutsch_84,8.995,2.128722284338427
Teutsch_64,8.72,0.9294189257142927
ESO_324-15,9.7,1.2304489213782739
SAI_88,8.925,1.4065401804339552
NGC_2671,8.53,2.214843848047698
MWSC_5215,9.29,1.5965970956264601
ESO_313-03,8.6,1.3710678622717363
DBSB_178,7.955,1.8293037728310249
SAI_90,9.105,1.5797835966168101
FSR_1683,9.17,1.3710678622717363
ASCC_50,7.8,2.786
Pismis_2,9.055,2.1414497734004674
ESO_311-21,9.3,1.7781512503836436
ESO_312-03,8.665,1.380211241711606
ESO_312-04,8.3,1.3117538610557542
FSR_1383,9.12,1.5563025007672873
FSR_1416,9.13,1.6483600109809315
vdBergh-Hagen_211,8.52,1.5854607295085006
ESO_329-02,9.3,1.3521825181113625
ESO_335-05,9.2,1.5378190950732742
FSR_1379,7.45,1.7201593034059568
ESO_332-22,7.995,1.9469432706978254
vdBergh-Hagen_217,7.7,1.6483600109809315
Ruprecht_124,8.25,1.5250448070368452
FSR_1378,8.0,1.9708116108725178
NGC_6124,8.285,2.338
ESO_332-13,6.82,1.505149978319906
NGC_2849,9.095,1.2041199826559248
MWSC_4146,9.1,1.4842998393467859
Ruprecht_56,8.745,1.9380000000000002
Ruprecht_125,8.825,2.841
FSR_1397,7.78,1.662757831681574
ESO_313-12,8.5,1.7671558660821804
FSR_1737,9.5,1.5965970956264601
Ruprecht_64,8.45,3.32
DBSB_115,7.38,1.1613680022349748
Trumpler_29,8.685,1.5759999999999998
FSR_1390,8.3,1.550228353055094
FSR_1380,8.99,1.5797835966168101
MWSC_5704,9.37,1.423245873936808
FSR_1387,9.02,1.8808135922807914
FSR_1758,9.2,1.724275869600789
NGC_6268,8.65,1.775
Teutsch_85,6.6,1.3424226808222062
Saurer_2,9.25,1.3979400086720377
Pismis_5,7.3,1.423245873936808
vdBergh-Hagen_55,7.45,1.3424226808222062
NGC_6318,7.8,1.5185139398778875
FSR_1399,8.3,1.6580113966571124
FSR_1736,9.7,1.5185139398778875
MWSC_4170,9.38,1.8195439355418688
DBSB_179,7.38,1.146128035678238
FSR_1754,7.15,1.6946051989335686
FSR_1746,9.3,1.8293037728310249
ASCC_47,7.88,3.3
Trumpler_25,8.35,1.9469432706978254
FSR_1750,8.795,1.8260748027008264
Havlen-Moffat_1,6.95,1.505149978319906
Pismis_7,8.705,1.711807229041191
Pismis_3,8.925,2.351216345339342
NGC_2477,8.915,2.4090000000000003
NGC_2451A,7.76,2.335
ESO_332-20,8.05,1.5622928644564746
MWSC_4158,9.02,1.6020599913279623
vdBergh-Hagen_222,7.9,1.591064607026499
Ruprecht_152,9.285,1.3891660843645324
ESO_314-14,8.65,1.3617278360175928
Ruprecht_66,8.91,1.6580113966571124
ASCC_49,7.895,2.9539999999999997
NGC_6281,8.5,2.206
FSR_1774,9.0,1.255272505103306
Ruprecht_123,8.1,1.8692317197309762
FSR_1402,7.395,1.6180480967120927
DBSB_120,6.0,1.5740312677277188
ESO_313-11,9.5,1.3010299956639813
Collinder_338,8.05,2.475
NGC_2451B,8.23,2.076
ASCC_48,9.185,1.4980000000000002
ESO_337-23,9.2,1.0
NGC_2546,8.135,3.355
Ruprecht_72,9.4,1.3710678622717363
FSR_1782,9.175,1.6232492903979006
Ruprecht_158,9.15,1.5740312677277188
DC_3,9.26,1.2671717284030137
MWSC_4211,8.82,1.9777236052888478
ASCC_91,8.65,2.615
FSR_1720,9.33,1.8027737252919758
Ruprecht_74,8.9,1.0413926851582251
Pismis_1,7.8,0.7403626894942439
FSR_1451,8.5,1.3891660843645324
Collinder_135,7.6,2.736
NGC_6400,8.875,2.137
FSR_1785,9.4,1.2304489213782739
FSR_1465,9.31,1.3979400086720377
Harvard_16,7.94,1.8388490907372552
vdBergh-Hagen_214,8.71,1.3710678622717363
BDSB_165,6.0,1.3979400086720377
FSR_1766,9.125,1.6989700043360187
SAI_86,8.65,1.2671717284030137
FSR_1775,9.6,1.7160033436347992
FSR_1431,9.08,1.6580113966571124
BDSB_166,6.0,1.414973347970818
MWSC_4210,9.08,1.9242792860618816
FSR_1467,9.0,1.6283889300503116
AH03_J0822-36.4,8.915,1.806179973983887
FSR_1361,8.49,1.662757831681574
NGC_1963,8.125,1.2430380486862944
BDSB_164,6.0,1.146128035678238
MWSC_5273,9.445,1.806179973983887
FSR_1767,8.675,1.5854607295085006
MWSC_5116,9.515,1.5854607295085006
Collinder_185,8.18,2.1590000000000003
MWSC_5708,8.575,1.1139433523068367
Ruprecht_127,7.55,1.1613680022349748
ESO_370-17,9.0,1.469822015978163
ESO_389-05,9.55,1.6334684555795864
FSR_1365,9.01,1.6812412373755872
FSR_1776,9.5,1.7201593034059568
Teutsch_50,9.48,1.5440680443502757
FSR_1417,8.51,1.290034611362518
Ruprecht_68,9.35,1.7201593034059568
MWSC_5706,8.99,1.5378190950732742
IC_1023,9.48,1.2041199826559248
MWSC_5713,9.115,1.290034611362518
FSR_1382,9.1,1.6074550232146685
Ivanov_8,7.8,1.4393326938302626
FSR_1728,8.9,1.5118833609788744
Ruprecht_31,8.65,0.888
ASCC_88,7.0,4.703
Bochum_13,7.25,2.475
ESO_371-25,9.055,1.255272505103306
FSR_1459,9.35,1.3010299956639813
ESO_367-10,8.315,0.9777236052888477
Trumpler_30,8.35,1.771
NGC_6455,9.25,1.8920946026904804
NGC_6396,7.505,0.8129133566428556
FSR_1748,9.7,1.5797835966168101
FSR_1756,9.375,1.5740312677277188
FSR_1317,8.6,0.9542425094393249
Ruprecht_128,9.2,1.5378190950732742
FSR_1332,8.42,1.1903316981702914
NGC_6444,9.015,1.225
ASCC_90,8.81,2.083
NGC_6475,8.25,2.818
NGC_2635,8.73,1.3424226808222062
Kronberger_85,8.5,1.290034611362518
ESO_370-13,8.9,1.2174839442139063
ESO_392-13,7.95,1.2430380486862944
ESO_368-11,8.945,1.951823035315912
FSR_1363,8.5,1.3222192947339193
Ruprecht_59,6.8,1.6434526764861874
MWSC_5712,8.745,1.462397997898956
FSR_1360,8.985,1.5440680443502757
Alessi_4,8.55,1.255272505103306
FSR_1351,8.2,1.711807229041191
FSR_1326,8.78,1.462397997898956
Ruprecht_126,8.875,1.3324384599156054
FSR_1352,8.28,1.8692317197309762
ESO_393-15,9.15,1.4913616938342726
MWSC_5191,8.975,1.4065401804339552
Ruprecht_61,9.1,1.3117538610557542
FSR_1350,8.6,1.6989700043360187
Collinder_333,8.15,1.7819999999999998
Arp-Madore_2,9.335,1.2304489213782739
FSR_1407,9.3,1.6434526764861874
FSR_1347,8.02,1.8293037728310249
ASCC_98,8.045,3.5180000000000002
Trumpler_27,7.58,3.2939999999999996
MWSC_4218,9.1,1.806179973983887
ESO_397-01,8.245,1.414973347970818
MWSC_4500,9.2,1.5314789170422551
NGC_6404,8.75,1.0
FSR_1763,9.5,1.5440680443502757
SAI_82,8.65,1.4771212547196624
MWSC_5149,9.5,0.9030899869919435
ESO_368-14,8.65,1.3891660843645324
NGC_2588,8.9,1.6020599913279623
MWSC_5186,9.325,1.3010299956639813
Antalova_4,6.0,1.1139433523068367
Haffner_15,7.28,1.845098040014257
FSR_1389,8.595,1.568201724066995
NGC_2658,8.975,1.6127838567197355
Ruprecht_55,6.97,4.5680000000000005
BDSB_102,6.3,1.0413926851582251
MWSC_5088,9.225,0.9777236052888477
MWSC_5289,9.45,1.5185139398778875
Antalova_2,6.0,1.423245873936808
Trumpler_28,6.6,2.33
MWSC_5083,9.2,0.8750612633917001
NGC_6416,8.2,2.022
ASCC_96,8.4,2.074
vdBergh-Hagen_19,8.755,1.130333768495006
vdBergh-Hagen_221,7.8,2.21
FSR_1357,8.595,1.7363965022766426
NGC_6405,8.035,2.039
ESO_429-05,9.09,1.3117538610557542
Antalova_3,8.415,1.0606978403536116
Ruprecht_48,8.6,0.7403626894942439
ESO_435-33,9.05,0.6989700043360189
FSR_1751,9.415,1.6283889300503116
ESO_456-29,9.2,1.866287339084195
FSR_1449,9.095,1.2041199826559248
Ruprecht_52,8.55,1.462397997898956
ESO_445-74,9.5,0.9030899869919435
Ruprecht_54,8.915,1.1903316981702914
Ruprecht_58,8.615,1.5854607295085006
vdBergh-Hagen_231,8.45,1.3010299956639813
FSR_0009,9.155,1.6074550232146685
FSR_1303,9.175,1.1613680022349748
Collinder_140,7.7,2.062
Haffner_17,8.17,1.6812412373755872
Ruprecht_155,8.57,1.146128035678238
MWSC_5667,9.015,1.3617278360175928
FSR_1327,8.51,1.1613680022349748
MWSC_4229,9.015,1.7853298350107671
FSR_1371,9.35,1.1760912590556813
MWSC_5224,9.005,1.3117538610557542
NGC_2439,7.25,3.513
Collinder_196,9.26,1.7442929831226763
FSR_1405,9.5,1.5622928644564746
Antalova_1,8.485,2.137
NGC_6425,8.545,1.405
FSR_1342,8.29,1.550228353055094
Ruprecht_30,8.725,1.3424226808222062
ESO_430-14,7.21,1.591064607026499
Ruprecht_14,9.06,1.2304489213782739
NGC_2243,9.135,1.3117538610557542
Ruprecht_35,8.44,1.3710678622717363
Dutra-Bica_51,6.0,0.7781512503836436
FSR_1749,9.5,1.414973347970818
Ruprecht_21,8.65,1.8027737252919758
Ruprecht_47,8.18,3.303
FSR_1769,9.19,1.8893017025063104
Collinder_132,7.51,1.182
Ruprecht_28,8.76,1.4842998393467859
ESO_435-17,9.285,0.8450980400142568
ESO_426-26,9.215,1.4313637641589874
Ruprecht_50,8.775,1.2787536009528289
ESO_430-18,8.875,1.902
Haffner_26,8.0,1.4
FSR_1336,8.635,1.3891660843645324
ESO_429-13,9.02,1.4471580313422192
FSR_1339,8.99,1.6434526764861874
Ruprecht_51,8.77,1.3424226808222062
MWSC_4228,8.74,1.8228216453031045
NGC_2567,8.645,2.417
MWSC_4286,8.91,1.7075701760979363
NGC_6480,7.725,1.3117538610557542
MWSC_5293,9.22,1.4065401804339552
Haffner_20,8.055,1.3891660843645324
ESO_461-38,8.975,1.021189299069938
MWSC_4212,9.025,1.6946051989335686
Ruprecht_153,8.58,1.1760912590556813
NGC_2580,8.4,1.0606978403536116
MWSC_4475,8.785,1.6812412373755872
NGC_6451,8.45,1.3117538610557542
ESO_427-32,9.105,1.462397997898956
Basel_5,8.85,1.989
NGC_2489,7.315,3.185
Haffner_13,7.52,2.735
Blanco_1,7.75,3.48
NGC_6360,8.95,1.290034611362518
NGC_2627,9.225,2.117
MWSC_4248,8.9,1.9319661147281726
NGC_2533,8.365,1.5622928644564746
ESO_456-05,9.0,1.1903316981702914
Czernik_32,9.0,1.8750612633917
ESO_430-09,8.5,1.2304489213782739
NGC_2571,7.35,3.042
FSR_1381,8.505,1.1903316981702914
Ruprecht_129,7.5,0.8750612633917001
MWSC_5071,9.45,1.021189299069938
ESO_456-72,9.49,1.5118833609788744
Ruprecht_2,8.945,1.0413926851582251
Ruprecht_134,7.88,1.1613680022349748
NGC_2587,8.7,1.4471580313422192
Haffner_7,9.0,1.6334684555795864
Trumpler_26,8.17,3.464
Ruprecht_3,9.1,1.290034611362518
FSR_1413,8.95,0.8129133566428556
ESO_442-04,9.6,1.380211241711606
ESO_437-61,8.8,0.8450980400142568
ESO_447-29,9.5,1.130333768495006
ESO_464-09,9.6,0.6989700043360189
Dutra-Bica_13,6.9,1.0969100130080565
ESO_425-15,9.005,0.9294189257142927
MWSC_5668,8.9,1.2174839442139063
Terzan-Ju_20,8.8,1.7442929831226763
Turner_12,8.49,1.3010299956639813
Ruprecht_131,9.17,1.103
FSR_1320,8.88,1.0969100130080565
ESO_425-06,9.4,0.9030899869919435
Ruprecht_22,9.03,1.1903316981702914
Collinder_187,8.915,1.2787536009528289
ESO_436-02,9.1,1.1760912590556813
IRAS_17301-2917,7.2,1.380211241711606
Dutra-Bica_24,8.9,1.4393326938302626
FSR_1335,9.205,1.2174839442139063
MWSC_5299,9.4,1.2671717284030137
FSR_1306,9.09,1.290034611362518
ESO_435-09,8.425,1.380211241711606
Ruprecht_43,8.4,2.282
FSR_1391,8.4,1.6483600109809315
Dutra-Bica_58,6.0,0.7403626894942439
Ruprecht_20,9.4,1.423245873936808
MWSC_5122,9.5,1.021189299069938
FSR_1285,8.67,1.505149978319906
Collinder_351,9.0,1.3979400086720377
Ruprecht_133,8.0,0.8750612633917001
Dutra-Bica_30,8.49,1.6766936096248666
Ruprecht_44,6.8,3.931
NGC_5998,9.5,1.4393326938302626
ASCC_87,8.55,3.677
Ruprecht_168,9.1,1.3617278360175928
Ruprecht_150,8.7,1.5118833609788744
Haffner_14,8.785,1.841984804590114
ESO_435-48,8.7,1.0791812460476249
Dutra-Bica_28,8.4,1.3424226808222062
Ruprecht_12,8.695,1.7830000000000001
Trumpler_31,8.635,0.7781512503836436
ESO_429-02,6.9,1.2671717284030137
ASCC_43,8.215,2.864
NGC_2527,8.91,2.504
SAI_81,8.13,1.3010299956639813
FSR_1761,9.6,1.7283537820212285
NGC_2483,7.6,2.5839999999999996
Teutsch_25,9.26,1.0413926851582251
NGC_6520,7.755,1.725
Haffner_22,9.19,1.845098040014257
ESO_432-03,9.2,1.4313637641589874
DBSB_12,8.47,1.3324384599156054
Haffner_11,8.945,1.4471580313422192
ESO_494-09,8.735,1.6020599913279623
MWSC_5301,9.3,1.4313637641589874
Collinder_468,9.5,1.469822015978163
Czernik_37,8.77,1.2671717284030137
ESO_493-03,8.385,2.384
vdBergh_83,9.35,1.0791812460476249
Haffner_21,8.625,1.4065401804339552
NGC_2453,7.865,0.7781512503836436
FSR_0002,9.55,1.662757831681574
FSR_1315,8.7,1.3521825181113625
Ruprecht_57,8.975,1.1613680022349748
Ruprecht_41,8.865,1.0413926851582251
ESO_524-01,9.5,1.414973347970818
Ruprecht_53,8.86,2.721
MWSC_5715,8.36,1.5118833609788744
FSR_1279,8.75,1.4771212547196624
FSR_0034,7.5,1.3891660843645324
FSR_1778,9.3,1.3710678622717363
Ruprecht_49,8.22,1.146128035678238
ESO_489-01,8.85,1.0791812460476249
ESO_502-19,9.21,1.0
Dutra-Bica_33,6.75,1.3617278360175928
FSR_0037,9.155,1.7363965022766426
ASCC_32,8.215,2.907
Ruprecht_27,8.41,1.3869999999999998
MWSC_5292,9.365,1.255272505103306
Alessi_18,9.01,1.3010299956639813
FSR_1367,8.98,1.1139433523068367
FSR_1302,9.1,1.7708520116421442
Ruprecht_36,8.28,1.3324384599156054
Ruprecht_18,8.455,1.6946051989335686
FSR_1289,8.605,1.6074550232146685
ESO_486-54,8.65,0.6020599913279624
Haffner_25,8.46,1.255272505103306
Ruprecht_42,8.7,1.4771212547196624
FSR_1297,6.7,1.6283889300503116
Ruprecht_13,8.89,1.7442929831226763
Trumpler_9,7.8,2.026
NGC_6698,9.2,1.6232492903979006
ESO_518-03,9.17,2.0773679052841563
ASCC_95,8.41,3.528
NGC_2354,8.61,3.84
FSR_1366,8.7,1.2671717284030137
Haffner_16,7.3,3.096
FSR_1345,6.95,0.9542425094393249
Waterloo_3,8.5,1.462397997898956
FSR_1293,9.005,0.6989700043360189
FSR_1281,8.68,1.8293037728310249
Ruprecht_137,8.795,1.469822015978163
FSR_1786,9.4,1.954242509439325
MWSC_4484,9.045,1.863322860120456
NGC_2362,6.64,3.002
Dutra-Bica_44,9.1,1.505149978319906
Dutra-Bica_45,9.1,1.423245873936808
BDSB_106,7.15,1.290034611362518
ESO_520-20,9.15,1.9344984512435677
Ruprecht_136,8.4,1.0791812460476249
Ruprecht_138,8.9,1.130333768495006
NGC_2448,7.25,2.866
Riddle_5,8.765,1.0791812460476249
Ivanov_6,6.6,1.3010299956639813
FSR_1284,9.145,1.6232492903979006
ESO_521-38,8.395,2.275
ASCC_37,8.73,2.214
MWSC_4287,7.92,1.7853298350107671
MWSC_4511,9.5,1.5563025007672873
MWSC_5309,9.025,1.6180480967120927
Ruprecht_29,8.6,1.3324384599156054
ESO_522-05,9.5,1.866287339084195
NGC_2482,8.505,2.6660000000000004
FSR_1772,9.4,1.9867717342662448
Trumpler_6,8.615,1.7888751157754168
NGC_2352,8.775,1.568201724066995
Berkeley_75,9.3,1.021189299069938
Trumpler_7,8.0,2.4459999999999997
MWSC_4355,8.68,1.6483600109809315
FSR_1283,6.8,1.7781512503836436
NGC_2447,8.68,2.588
Ruprecht_149,9.3,1.3891660843645324
Dutra-Bica_60,9.2,1.505149978319906
ESO_525-08,9.2,1.255272505103306
Ruprecht_139,9.05,0.7979999999999999
FSR_1346,9.2,1.2174839442139063
Ruprecht_23,8.78,1.7520484478194385
Ruprecht_25,8.895,1.3710678622717363
NGC_6546,8.72,2.484
FSR_1235,9.255,1.3117538610557542
FSR_1312,8.835,1.5250448070368452
MWSC_5311,9.05,1.4983105537896004
FSR_0022,9.65,1.5740312677277188
Ruprecht_17,8.325,1.5563025007672873
ASCC_39,8.71,3.2880000000000003
MWSC_5717,8.775,1.0791812460476249
FSR_0023,8.7,1.5797835966168101
ESO_561-05,9.0,1.4771212547196624
Haffner_5,8.6,1.954242509439325
NGC_6531,6.82,3.4010000000000002
Ruprecht_39,8.4,1.1903316981702914
DBSB_10,6.5,1.3010299956639813
MWSC_5316,8.87,1.568201724066995
DBSB_13,8.735,1.2174839442139063
FSR_1298,8.435,1.568201724066995
NGC_6469,8.875,1.005
ASCC_93,6.1,4.2589999999999995
NGC_6583,9.0,1.021189299069938
NGC_6573,8.8,0.9542425094393249
Teutsch_14a,8.485,1.462397997898956
FSR_1294,9.215,1.2787536009528289
Bica_4,8.125,1.462397997898956
Ruprecht_33,8.81,1.7160033436347992
Ruprecht_9,8.795,1.5250448070368452
ESO_589-26,6.5,1.380211241711606
NGC_2367,7.425,3.0989999999999998
FSR_1275,9.4,1.9934362304976116
BDSB_111,6.6,1.1613680022349748
BDSB_3,8.255,0.8129133566428556
NGC_6568,8.8,2.62
Ruprecht_19,8.0,1.6384892569546374
FSR_1307,9.2,1.021189299069938
MWSC_5279,9.1,1.3424226808222062
vdBergh_113,8.3,4.841
FSR_0031,8.55,1.290034611362518
ESO_570-12,9.7,1.0
NGC_2455,8.72,1.7323937598229686
FSR_1270,8.7,1.6989700043360187
ASCC_36,8.33,1.6580000000000001
Ruprecht_146,9.1,1.5563025007672873
NGC_2384,7.13,2.693
NGC_2383,8.69,1.99
MWSC_4289,9.325,1.7032913781186614
Tombaugh_2,9.01,1.4065401804339552
ESO_559-13,8.905,1.4548448600085102
Ruprecht_11,8.8,1.3424226808222062
NGC_2287,8.25,2.511
NGC_2421,7.45,2.8280000000000003
Tombaugh_1,9.065,1.9731278535996986
Czernik_31,8.25,1.3324384599156054
Ruprecht_40,8.265,1.0413926851582251
Dolidze_50,9.4,1.1613680022349748
Ruprecht_34,9.1,1.5290000000000001
IRAS_07255-2012,6.0,1.5250448070368452
FSR_1258,9.1,1.6720978579357175
Collinder_394,7.86,2.832
Ruprecht_38,8.73,1.505149978319906
FSR_0035,6.6,1.380211241711606
FSR_1205,9.1,1.3521825181113625
MWSC_4267,8.25,1.2671717284030137
Ruprecht_10,8.8,1.6532125137753437
BDSB_113,6.0,1.6232492903979006
FSR_0039,6.0,1.4983105537896004
NGC_6716,7.385,1.456
FSR_1264,8.615,1.469822015978163
Teutsch_61,8.215,1.6532125137753437
FSR_1268,8.62,1.2041199826559248
Auner_1,9.35,1.6434526764861874
Trumpler_33,7.84,2.031
Ruprecht_62,8.735,1.2787536009528289
FSR_1260,8.3,1.7075701760979363
Dias_5,8.1,2.966
FSR_1255,8.495,1.5185139398778875
Ruprecht_15,8.75,1.6901960800285136
Ruprecht_16,8.65,1.3710678622717363
Ruprecht_46,8.15,0.8450980400142568
MWSC_5231,9.315,0.7403626894942439
ESO_587-04,9.175,1.5965970956264601
MWSC_4312,8.2,1.8228216453031045
DBSB_9,6.0,0.9294189257142927
ASCC_97,7.88,2.859
MWSC_4265,8.6,1.7032913781186614
Ruprecht_157,8.7,1.5622928644564746
Turner_3,7.46,1.3979400086720377
IC_4725,7.97,3.0439999999999996
DBSB_6,6.55,1.7817553746524688
NGC_2432,8.65,3.313
Turner_2,7.9,1.5378190950732742
NGC_2509,9.2,1.9444826721501687
Markarian_38,6.9,2.4659999999999997
NGC_6494,8.515,2.75
DBSB_7,7.495,1.6946051989335686
ASCC_99,8.75,1.023
FSR_1252,8.995,1.8260748027008264
NGC_2204,9.29,1.5854607295085006
Ruprecht_5,9.15,1.130333768495006
NGC_6737,8.9,1.7596678446896306
DBSB_3,7.0,1.3617278360175928
FSR_1253,8.64,2.0
NGC_6554,8.62,1.724275869600789
NGC_6603,8.4,3.699
Haffner_24,8.535,1.4771212547196624
MWSC_4225,8.7,1.3324384599156054
Collinder_469,8.0,1.4771212547196624
Ruprecht_145,8.9,2.59
MWSC_5720,9.36,1.2430380486862944
MWSC_5737,8.925,1.130333768495006
FSR_0027,9.2,1.6946051989335686
BDSB_114,6.335,1.6020599913279623
MWSC_5117,9.36,0.9294189257142927
MWSC_4622,9.3,1.1903316981702914
Dolidze_51,8.2,1.1139433523068367
NGC_2479,9.015,2.138
Teutsch_49,8.9,0.9777236052888477
FSR_1295,8.55,1.255272505103306
BDSB_115,8.065,1.1139433523068367
MWSC_4194,9.2,1.5378190950732742
NGC_6507,9.2,1.8948696567452525
NGC_6647,9.25,1.8325089127062364
FSR_0046,8.4,1.5118833609788744
MWSC_5318,9.585,1.0791812460476249
Ruprecht_37,9.3,1.0606978403536116
Bochum_4,8.41,1.02
FSR_1210,9.3,1.5740312677277188
MWSC_5326,9.485,1.6232492903979006
Haffner_9,8.15,1.3521825181113625
Haffner_23,8.825,2.109
Bochum_5,7.4,3.261
NGC_6645,8.61,1.7160033436347992
BDSB_116,6.0,1.130333768495006
NGC_6561,6.6,4.2219999999999995
NGC_6596,8.6,2.559
Dolidze_52,7.3,1.380211241711606
NGC_2428,8.615,2.463
Berkeley_25,9.7,1.290034611362518
NGC_2430,7.7,1.2409999999999999
Ruprecht_45,9.3,1.130333768495006
Ruprecht_151,8.15,3.342
Ruprecht_147,9.33,1.7690000000000001
MWSC_5731,9.265,1.2787536009528289
FSR_0010,9.15,1.1760912590556813
Ruprecht_171,9.55,1.5185139398778875
FSR_0014,9.1,1.3117538610557542
FSR_1223,8.95,1.7558748556724915
MWSC_5312,9.1,1.146128035678238
FSR_1243,6.7,1.8228216453031045
FSR_1228,6.75,1.792391689498254
FSR_0052,7.5,1.4471580313422192
Ruprecht_26,7.8,2.577
NGC_2360,8.65,2.9989999999999997
FSR_0033,9.6,1.6127838567197355
NGC_2414,7.27,2.366
FSR_1234,8.44,1.423245873936808
Czernik_29,8.5,1.2174839442139063
FSR_1219,8.755,1.9614210940664483
Haffner_10,9.305,1.8027737252919758
Ivanov_7,8.7,1.6020599913279623
MWSC_4572,9.34,1.5314789170422551
FSR_0070,9.565,1.6857417386022637
MWSC_5319,9.5,1.380211241711606
Waterloo_7,8.53,1.7745169657285496
Alessi_17,8.22,0.8450980400142568
MWSC_4330,8.55,1.7993405494535817
FSR_0054,8.905,1.505149978319906
Haffner_4,9.115,1.6901960800285136
FSR_1187,8.45,1.469822015978163
ASCC_94,8.84,2.545
NGC_6605,8.8,1.4065401804339552
NGC_2425,9.34,2.0273496077747564
NGC_2437,8.35,3.1839999999999997
FSR_1304,9.25,1.4393326938302626
FSR_1249,8.505,1.255272505103306
FSR_0043,9.1,1.4548448600085102
Dolidze_28,8.25,1.7558748556724915
Kharchenko_2,8.425,1.4842998393467859
NGC_2422,8.12,2.364
Kronberger_2,8.2,1.0791812460476249
Ruprecht_1,8.79,2.5540000000000003
FSR_1212,8.65,1.4548448600085102
MWSC_5060,9.7,0.8750612633917001
FSR_1245,9.17,1.3424226808222062
Basel_11A,7.42,2.302
NGC_2401,7.0,1.4842998393467859
MWSC_5726,8.9,1.3521825181113625
FSR_0067,9.1,1.6384892569546374
NGC_2423,9.025,2.682
FSR_1227,8.975,1.3710678622717363
FSR_1209,9.12,1.6766936096248666
ASCC_40,8.8,1.425
FSR_1226,8.87,1.3710678622717363
NGC_2318,8.75,1.5854607295085006
FSR_1197,9.0,1.290034611362518
Ruprecht_8,8.845,1.5250448070368452
DC_4,8.7,1.0606978403536116
MWSC_5295,9.36,1.1613680022349748
FSR_1207,8.335,1.916453948549925
Trumpler_32,8.795,2.2810333672477277
FSR_0051,6.1,1.568201724066995
Ruprecht_6,9.3,1.255272505103306
NGC_2374,8.75,3.154
FSR_1191,9.1,1.3424226808222062
Berkeley_33,9.04,1.4983105537896004
NGC_2345,7.9,2.336
Berkeley_36,9.4,1.8864907251724818
Haffner_6,8.865,1.5740312677277188
NGC_6639,8.93,1.791
Bica_3,7.2,0.9542425094393249
NGC_2413,8.655,1.296
FSR_1195,8.2,1.7558748556724915
MWSC_5732,8.65,1.380211241711606
FSR_1204,9.32,1.568201724066995
NGC_2539,8.735,3.387
FSR_1202,9.225,1.3324384599156054
Ruprecht_24,8.65,1.8293037728310249
FSR_1199,8.645,1.6580113966571124
FSR_1200,8.715,1.7745169657285496
Ruprecht_141,6.55,4.345
MWSC_5811,9.425,0.9542425094393249
Haffner_8,9.035,1.7323937598229686
Dias_6,8.6,1.8573324964312685
NGC_6604,6.89,3.6460000000000004
FSR_1123,8.25,1.0969100130080565
Ruprecht_142,8.53,1.2304489213782739
MWSC_5735,9.25,1.130333768495006
Ruprecht_143,8.65,1.290034611362518
Melotte_71,8.975,3.02
NGC_6631,8.79,1.3891660843645324
FSR_1131,9.3,1.3222192947339193
FSR_1194,7.815,1.8195439355418688
FSR_1185,9.1,1.4471580313422192
FSR_0059,8.4,1.423245873936808
NGC_6625,8.7,1.5314789170422551
ASCC_92,9.08,2.3680000000000003
FSR_0085,9.375,1.4065401804339552
SAI_69,9.1,1.3010299956639813
NGC_2396,8.52,1.6
Berkeley_76,8.87,1.724275869600789
Ruprecht_135,9.5,1.6812412373755872
MWSC_5029,9.285,1.2787536009528289
FSR_1192,8.55,1.7075701760979363
FSR_1132,8.85,1.3710678622717363
FSR_0060,8.305,1.3979400086720377
MWSC_4606,9.385,1.2787536009528289
FSR_1184,8.35,1.255272505103306
Ruprecht_144,8.795,1.3222192947339193
MWSC_4555,9.505,1.7634279935629373
FSR_1280,8.6,0.8450980400142568
FSR_1172,8.8,1.4548448600085102
FSR_1220,8.57,1.6020599913279623
FSR_1167,9.385,1.5740312677277188
