ID,RA,Dec,ID_Simbad
Kronberger_68,20 00 36.000,30 34 36.000,Kronberger_68
Cl_Berkeley_17,05 20 31.200,30 34 26.400,Cl_Berkeley_17
HHL_31,05 47 20.000,30 36 00.000,HHL_31
[BDS2003]_74,05 38 45.000,30 43 24.000,[BDS2003]_74
[KPS2012]_MWSC_3556,21 44 51.000,30 45 36.000,[KPS2012]_MWSC_3556
[KPS2012]_MWSC_0726,06 05 16.800,30 49 37.200,[KPS2012]_MWSC_0726
NAME_Skiff_J0507+30.8,05 07 07.200,30 50 45.600,NAME_Skiff_J0507+30.8
Kronberger_52,19 58 08.640,30 52 58.800,Kronberger_52
[KPS2012]_MWSC_0622,05 39 27.000,30 54 12.000,[KPS2012]_MWSC_0622
C_0424+308,04 27 51.120,30 56 09.600,C_0424+308
Teutsch_45,05 42 36.000,30 58 24.000,Teutsch_45
[FSR2007]_0814,05 36 52.320,31 12 36.000,[FSR2007]_0814
Teutsch_124,20 18 21.000,31 12 36.000,Teutsch_124
BD+01_4828,06 09 20.400,31 13 40.800,BD+01_4828
[FSR2007]_0815,05 37 43.000,31 18 18.000,[FSR2007]_0815
[KPS2012]_MWSC_0912,06 34 27.000,31 24 00.000,[KPS2012]_MWSC_0912
Kronberger_69,20 01 59.760,31 25 12.000,Kronberger_69
[KPS2012]_MWSC_0620,05 39 20.000,31 31 00.000,[KPS2012]_MWSC_0620
[KPS2012]_MWSC_0424,04 47 38.000,31 33 00.000,[KPS2012]_MWSC_0424
Dol-Dzim_9,18 08 47.000,31 33 18.000,
[KPS2012]_MWSC_3209,19 56 59.520,31 36 32.400,[KPS2012]_MWSC_3209
[KPS2012]_MWSC_4409,18 15 22.000,31 43 30.000,[KPS2012]_MWSC_4409
[FSR2007]_0812,05 38 08.000,31 44 24.000,[FSR2007]_0812
[KPS2012]_MWSC_5366,17 59 08.000,31 49 48.000,
[FSR2007]_0807,05 36 39.000,31 50 24.000,[FSR2007]_0807
Kronberger_54,20 03 06.720,31 58 04.800,Kronberger_54
[KPS2012]_MWSC_0317,03 57 08.000,32 01 18.000,[KPS2012]_MWSC_0317
IC_348,03 44 31.680,32 09 32.400,IC_348
[KPS2012]_MWSC_0460,05 03 40.560,32 09 25.200,[KPS2012]_MWSC_0460
[SSW94]_f,19 51 02.000,32 14 00.000,[SSW94]_f
Cl_Berkeley_71,05 40 55.920,32 16 19.200,Cl_Berkeley_71
NGC_6846,19 56 26.880,32 20 56.400,NGC_6846
NAME_Loiano_1,19 58 17.000,32 33 00.000,NAME_Loiano_1
M_37,05 52 17.760,32 32 42.000,M_37
Cl_Berkeley_69,05 24 21.600,32 36 25.200,Cl_Berkeley_69
C_0511+326,05 14 29.520,32 42 25.200,C_0511+326
[KPS2012]_MWSC_5019,07 40 34.000,32 46 48.000,
[KPS2012]_MWSC_3269,20 09 50.000,32 54 36.000,[KPS2012]_MWSC_3269
[BDS2003]_18,20 01 08.000,33 11 18.000,[BDS2003]_18
[KGZ2008]_27,05 39 29.040,33 20 49.200,[KGZ2008]_27
NGC_1893,05 22 53.760,33 26 38.400,NGC_1893
[KPS2012]_MWSC_0529,05 24 13.000,33 28 36.000,[KPS2012]_MWSC_0529
[KPS2012]_MWSC_3194,19 51 45.000,33 32 06.000,[KPS2012]_MWSC_3194
[BDS2003]_19,21 01 46.000,33 33 00.000,[BDS2003]_19
[KPS2012]_MWSC_0374,04 23 29.000,33 33 18.000,[KPS2012]_MWSC_0374
[FSR2007]_0190,20 05 29.000,33 34 00.000,[FSR2007]_0190
[KPR2005]_110,20 02 58.080,33 31 40.800,[KPR2005]_110
[KPR2005]_100,19 01 37.000,33 34 30.000,[KPR2005]_100
[KPS2012]_MWSC_3573,21 54 04.000,33 35 00.000,[KPS2012]_MWSC_3573
NAME_Cl_Toepler_1,20 01 16.320,33 36 54.000,NAME_Cl_Toepler_1
[KPS2012]_MWSC_3298,20 16 54.960,33 38 13.200,[KPS2012]_MWSC_3298
C_0546+336,05 49 17.760,33 37 58.800,C_0546+336
[FSR2007]_0831,06 28 48.000,33 38 42.000,[FSR2007]_0831
[KPS2012]_MWSC_0645,05 42 16.000,33 39 36.000,[KPS2012]_MWSC_0645
NGC_7037,21 10 55.000,33 43 54.000,NGC_7037
C_2008+336,20 10 33.840,33 45 03.600,C_2008+336
C_0525+337,05 27 45.000,33 47 06.000,C_0525+337
[KPS2012]_MWSC_3258,20 06 58.000,33 49 24.000,[KPS2012]_MWSC_3258
Cl_Berkeley_84,20 04 41.000,33 54 24.000,Cl_Berkeley_84
[KPS2012]_MWSC_3228,20 01 59.000,33 55 00.000,[KPS2012]_MWSC_3228
DSH_J2015.0+3355,20 15 01.920,33 55 30.000,DSH_J2015.0+3355
M_36,05 36 20.160,34 08 06.000,M_36
Cl_Berkeley_51,20 11 53.280,34 24 07.200,Cl_Berkeley_51
[KPR2005]_109,19 54 05.000,34 32 42.000,[KPR2005]_109
Cl_Berkeley_49,19 59 29.280,34 38 34.800,Cl_Berkeley_49
[KPS2012]_MWSC_0293,03 41 20.000,34 39 18.000,[KPS2012]_MWSC_0293
[FSR2007]_0777,05 27 37.000,34 44 54.000,[FSR2007]_0777
Kronberger_1,05 28 21.360,34 46 37.200,Kronberger_1
[FSR2007]_0775,05 25 42.000,34 57 24.000,[FSR2007]_0775
IC_1310,20 10 05.000,34 58 12.000,IC_1310
NAME_Alessi_Teutsch_9,03 27 28.800,34 58 51.600,NAME_Alessi_Teutsch_9
[FSR2007]_0843,07 00 32.000,35 04 12.000,[FSR2007]_0843
