Simbad_ID,Name_webda,RA_2000_webda,Dec_2000_webda,l_webda,b_webda,Dist_webda,Mod_webda,EB-V_webda,Age_webda,ST_webda,Z_webda,Diam_webda,Fe/H_webda,MRV_webda,pm RA_webda,pm Dec_webda,Measures_webda,Stars_webda
IC_2714,IC_2714,11 17 27,-62 44 00,292.402,-1.7990000000000002,1238.0,11.52,0.341,8.542,,-38.9,14.0,-0.01,-14.1,,,39,39
Cl_Melotte_105,Melotte_105,11 19 42,-63 29 00,292.904,-2.412,2208.0,13.21,0.48200000000000004,8.316,,-92.9,5.0,,,,,18,18
NGC_3680,NGC_3680,11 25 38,-43 14 36,286.764,16.919,938.0,10.07,0.066,9.077,,273.0,5.0,-0.09,15.0,-5.86,1.9,240,236
C_1128-631,Ruprecht_94,11 30 43,-63 27 00,294.05,-1.98,3400.0,13.59,0.3,7.19,,-117.5,30.0,,2.0,-4.87,-0.15,58,58
Loden_372,Loden_372,11 30 54,-58 28 47,292.55,2.76,1200.0,11.64,0.4,8.55,,57.8,12.0,,,-10.55,-0.81,11,11
Loden_402,Loden_402,11 32 42,-60 43 12,293.44,0.7,2450.0,12.5,0.18,8.2,,29.9,18.0,,,-6.9,-0.53,34,34
NGC_3766,NGC_3766,11 36 14,-61 36 30,294.117,-0.03,1745.0,11.75,0.175,7.16,B0,-0.9,5.0,,-19.0,-7.21,1.33,241,216
IC_2944,IC_2944,11 37 53,-63 21 00,294.849,-1.6540000000000001,1794.0,12.26,0.32,6.818,O8,-51.8,35.0,,-1.0,-6.05,-0.38,250,183
[KPR2004b]_294,vdBergh-Hagen_121,11 38 06,-63 19 48,294.81,-1.62,2735.0,13.08,0.29,6.64,,-77.3,30.0,,-3.76,-5.12,1.05,62,62
IC_2948,IC_2948,11 39 21,-63 28 47,294.99,-1.72,2600.0,13.0,0.3,6.75,,-78.0,9.6,,,-4.58,-0.35,12,12
[KPR2005]_67,ASCC_67,11 41 31,-61 01 12,294.56,0.71,1500.0,11.81,0.3,7.67,,18.6,24.0,,-18.6,-3.64,-0.77,50,50
C_1141-622,Stock_14,11 43 48,-62 31 00,295.217,-0.662,2146.0,12.36,0.225,7.058,B0,-24.8,6.0,,-4.0,-5.93,0.82,345,290
NGC_3960,NGC_3960,11 50 33,-55 40 24,294.367,6.183,2258.0,12.7,0.302,8.822000000000001,,243.2,5.0,-0.17,-22.56,,,8643,6853
C_1148-618,Ruprecht_96,11 50 38,-62 08 23,295.89,-0.1,860.0,10.45,0.25,9.0,,-1.5,14.4,,,-5.74,-0.03,10,10
Loden_481,Loden_481,11 51 57,-61 16 47,295.84,0.77,1520.0,11.65,0.24,8.19,,20.4,33.6,,-22.05,-3.87,1.67,102,102
Loden_480,Loden_480,11 55 58,-58 24 00,295.7,3.69,1200.0,11.33,0.3,8.71,,77.2,18.0,,,-10.56,2.94,22,22
C_1154-623,Ruprecht_97,11 57 28,-62 43 00,296.79200000000003,-0.49,1357.0,11.37,0.22899999999999998,8.343,,-11.6,5.0,,,,,22,22
C_1155-642,Ruprecht_98,11 58 40,-64 35 00,297.306,-2.29,494.0,8.97,0.162,8.508,,-19.7,14.0,,,-7.25,-7.1,32,16
NGC_4052,NGC_4052,12 01 12,-63 13 12,297.3,-0.9,1209.0,10.91,0.16,8.4,B3,-19.0,18.0,,,-6.63,-1.17,34,34
NAME_Alessi_Teutsch_8,ASCC_68,12 02 56,-60 55 11,297.07,1.4,650.0,9.38,0.1,8.65,,15.9,24.0,,,-4.81,3.71,69,69
C_1200-635,Ruprecht_99,12 03 18,-63 52 48,297.66,-1.5,660.0,9.25,0.05,9.29,,-17.3,15.6,,,-7.9,-2.96,23,23
[KPR2005]_69,ASCC_69,12 06 35,-69 46 11,299.04,-7.23,1000.0,10.53,0.17,7.91,,-125.9,48.0,,2.0,-7.52,-0.64,78,78
NGC_4103,NGC_4103,12 06 40,-61 15 00,297.574,1.155,1632.0,11.98,0.294,7.393,B0,32.9,6.0,,,-7.3,-0.13,2992,2699
ESO_130-6,ESO_130-06,12 07 46,-59 18 00,297.375,3.1,2200.0,12.08,0.12,8.33,,119.0,23.0,,,-10.8,-0.76,32,32
Loden_565,Loden_565,12 08 06,-60 43 12,297.65,1.71,650.0,9.69,0.2,8.05,,19.4,24.0,,10.1,-3.14,-0.96,27,27
ESO_130-8,ESO_130-08,12 10 19,-59 31 00,297.731,2.9389999999999996,800.0,9.52,0.0,9.02,,41.0,24.0,,,-4.37,-1.18,45,45
[KPR2005]_70,ASCC_70,12 15 00,-64 25 48,299.01,-1.83,2700.0,13.24,0.35,6.92,,-86.2,36.0,,-7.75,-5.55,-0.32,67,67
Loden_615,Loden_615,12 20 38,-64 46 47,299.65,-2.1,1000.0,10.15,0.05,8.63,,-36.6,19.2,,,-6.97,-2.24,22,22
[KPR2005]_71,ASCC_71,12 20 42,-67 31 11,299.99,-4.82,1300.0,11.35,0.25,7.88,,-109.2,49.2,,,-7.73,-0.3,104,104
NGC_4337,NGC_4337,12 24 04,-58 07 24,299.313,4.556,489.0,8.9,0.146,8.454,,38.8,4.0,,,,,18,18
Cl_Melotte_111,Melotte_111,12 25 06,+26 06 00,221.35299999999998,84.025,96.0,4.95,0.013000000000000001,8.652000000000001,A0,95.5,120.0,,,-10.84,-3.2,55,55
Cl_Collinder_258,Collinder_258,12 27 10,-60 46 00,299.971,1.965,1184.0,10.86,0.16,8.032,,40.6,5.0,,,-8.07,-0.8,65,36
NGC_4439,NGC_4439,12 28 27,-60 06 18,300.068,2.639,1785.0,12.34,0.348,7.909,B0,82.2,4.0,,,-10.49,-0.85,20,20
C_1225-595,Hogg_14,12 28 36,-59 49 00,300.061,2.928,969.0,10.64,0.22899999999999998,8.099,,49.5,3.0,,,-9.22,1.08,11,11
C_1226-606,Hogg_23,12 28 37,-60 54 35,300.16,1.84,1250.0,10.7,0.07,8.31,,40.1,12.0,,,-9.43,-1.12,9,9
NGC_4463,NGC_4463,12 29 56,-64 47 24,300.643,-2.0140000000000002,1050.0,11.45,0.434,7.505,B0,-36.9,3.5,,-14.6,-4.85,0.88,3360,3347
[KPR2005]_72,ASCC_72,12 33 00,-60 57 00,300.69,1.84,1100.0,10.7,0.16,8.13,,35.3,30.0,,,-4.99,-0.48,61,61
Cl_Ruprecht_105,Ruprecht_105,12 34 15,-61 34 11,300.88,1.24,950.0,10.04,0.05,9.01,,20.6,16.8,,,-7.62,-0.61,19,19
C_1232+365,Upgren_1,12 35 00,+36 18 00,142.74,80.188,,,,,F3,,18.0,,,,,7,7
[KPR2005]_73,ASCC_73,12 36 35,-67 17 24,301.49,-4.46,650.0,9.22,0.05,8.19,,-50.5,48.0,,,-11.72,-0.88,101,101
Cl_Collinder_261,Collinder_261,12 37 57,-68 22 00,301.684,-5.528,2190.0,12.54,0.27,9.95,A0,-211.0,9.0,-0.14,,,,45,45
Cl_Trumpler_20,Trumpler_20,12 39 34,-60 37 00,301.475,2.221,2420.0,12.37,0.26,8.2,,93.8,7.0,,,,,21389,14309
NGC_4609,NGC_4609,12 42 18,-62 59 42,301.895,-0.142,1223.0,11.45,0.32799999999999996,7.892,B4,-3.0,4.0,,,-9.45,-6.52,52,52
Cl_Hogg_15,Hogg_15,12 43 37,-63 06 00,302.047,-0.242,2262.0,15.15,1.089,6.777,,-9.6,2.0,,,-7.87,2.39,15,15
Loden_682,Loden_682,12 47 16,-60 39 00,302.42,2.22,900.0,10.39,0.2,8.41,,34.9,20.4,,,-4.31,-2.69,22,22
Loden_694,Loden_694,12 53 02,-60 45 00,303.12,2.12,1700.0,11.9,0.24,7.38,,62.9,36.0,,-23.0,-6.23,0.9,92,92
NGC_4755,NGC_4755,12 53 40,-60 22 05,303.20799999999997,2.503,1976.0,12.68,0.38799999999999996,7.216,B2,86.3,10.0,,-20.2,-4.42,-1.53,7814,7304
NGC_4815,NGC_4815,12 57 59,-64 57 36,303.625,-2.097,3079.0,14.95,0.8079999999999999,8.369,,-112.7,5.0,,,,,9,9
NGC_4852,NGC_4852,13 00 09,-59 36 48,304.035,3.24,1100.0,11.6,0.45,8.3,,62.2,7.0,,,,,43171,43171
NGC_5045,NGC_5045,13 14 09,-63 23 23,305.47,-0.63,1500.0,12.03,0.37,7.11,,-16.5,45.6,,-16.76,-5.9,-2.05,93,93
ESO_96-4,vdBergh-Hagen_144,13 15 16,-65 55 12,305.362,-3.161,12000.0,17.57,0.7,8.9,,-660.7,1.5,,,19.88,-45.0,889,888
NGC_5043,NGC_5043,13 16 08,-60 04 11,306.01,2.66,970.0,10.4,0.15,8.79,,45.0,20.4,,,-10.6,-0.86,34,34
C_1315-669,Collinder_268,13 18 13,-67 05 00,305.541,-4.3469999999999995,1963.0,12.42,0.308,8.759,,-148.8,5.0,,,,,11,11
Cl_Stock_16,Stock_16,13 19 29,-62 38 00,306.149,0.063,1640.0,12.6,0.491,6.915,O8,1.8,3.0,,-45.0,,,1513,1513
C_1317-646,Ruprecht_107,13 19 46,-64 57 00,305.927,-2.2430000000000003,1442.0,12.21,0.45799999999999996,7.478,,-56.4,3.0,,,,,9,9
[KPR2004b]_323,Collinder_269,13 23 31,-66 10 48,306.16,-3.51,1300.0,11.41,0.27,8.52,,-79.6,20.4,,,-7.95,-3.93,23,23
Loden_821,Loden_821,13 23 59,-59 47 24,307.02,2.83,2800.0,13.79,0.5,7.29,,138.2,24.0,,-39.0,-6.13,0.57,44,44
Loden_807,Loden_807,13 24 39,-62 30 00,306.75,0.13,925.0,10.45,0.2,8.3,,2.1,21.6,,,-6.45,-0.93,36,36
NGC_5120,Ruprecht_166,13 25 39,-63 28 00,306.742,-0.848,,,,,,,3.0,,,,,3,3
NGC_5138,NGC_5138,13 27 16,-59 02 00,307.536,3.5180000000000002,1986.0,12.3,0.262,7.986000000000001,,121.9,7.0,0.12,,-3.65,1.23,37,30
Cl_Basel_18,Basel_18,13 28 18,-62 21 00,307.194,0.21600000000000003,2226.0,13.33,0.515,7.59,,8.4,3.0,,,,,14,14
Cl_Hogg_16,Hogg_16,13 29 18,-61 12 00,307.47700000000003,1.337,1585.0,12.27,0.41100000000000003,7.047000000000001,,37.0,6.0,,-35.8,-3.71,-3.17,420,381
C_1326-639,Collinder_271,13 29 54,-64 12 00,307.103,-1.64,1169.0,11.23,0.287,8.322000000000001,,-33.5,5.0,,,,,10,10
Cl_Collinder_272,Collinder_272,13 30 26,-61 19 00,307.595,1.202,2045.0,13.01,0.47,7.227,,42.9,10.0,,,-2.48,-2.56,804,804
NGC_5168,NGC_5168,13 31 06,-60 56 24,307.732,1.5619999999999998,1777.0,12.58,0.431,8.001,B0,48.4,4.0,,,-4.15,-0.28,34,28
C_1328-582,Ruprecht_108,13 32 11,-58 28 00,308.252,3.984,901.0,10.2,0.136,8.424,,62.6,10.0,,,-10.06,-3.25,11,11
Cl_Trumpler_21,Trumpler_21,13 32 14,-62 48 00,307.574,-0.297,1263.0,11.12,0.19699999999999998,7.696000000000001,B3,-6.5,5.0,,,,,24,24
Loden_915,Loden_915,13 34 06,-59 15 00,308.37,3.1710000000000003,,,,,,,32.0,,,,,36,36
[KPR2005]_74,ASCC_74,13 35 49,-58 48 36,308.66,3.57,550.0,8.86,0.05,8.5,,34.2,24.0,,,-12.0,-0.32,27,27
Cl_Pismis_18,Pismis_18,13 36 55,-62 05 36,308.226,0.31,2240.0,13.3,0.5,9.08,,12.1,4.0,,,,,1164,938
Cl_Dias_4,Dias_4,13 43 25,-63 00 48,308.789,-0.7340000000000001,2150.0,13.5,0.6,9.1,,-27.5,6.4,,,,,9882,9882
Loden_1010,Loden_1010,13 44 49,-60 15 00,309.51,1.94,700.0,9.85,0.2,8.69,,23.7,30.0,,,-7.88,0.27,54,54
NGC_5281,NGC_5281,13 46 35,-62 55 00,309.161,-0.7140000000000001,1108.0,10.92,0.225,7.146,B0,-13.8,7.0,,,-5.29,-3.45,251,187
[KPR2005]_75,ASCC_75,13 47 09,-62 25 11,309.33,-0.24,3000.0,13.32,0.3,6.65,,-12.6,20.4,,-15.0,-3.97,-1.44,34,34
[KPR2005]_76,ASCC_76,13 52 15,-66 24 00,308.97,-4.24,600.0,9.73,0.27,7.45,,-44.4,42.0,,-14.0,-4.12,-3.34,63,63
NGC_5385,NGC_5385,13 52 27,+76 10 24,118.197,40.389,,,,,,,8.0,,,,,7,7
NGC_5316,NGC_5316,13 53 57,-61 52 06,310.22900000000004,0.115,1215.0,11.25,0.267,8.202,B5,2.4,14.0,,,-5.02,0.19,191,162
Loden_995,Loden_995,13 54 17,-64 56 59,309.52,-2.88,2400.0,12.83,0.3,8.34,,-120.6,26.4,,,-3.97,-0.91,44,44
Loden_1171,Loden_1171,13 59 23,-58 22 48,311.75,3.33,500.0,9.11,0.2,8.45,,29.0,13.2,,,-13.46,-5.75,10,10
Cl_Lynga_1,Lynga_1,14 00 02,-62 09 00,310.849,-0.337,2283.0,13.22,0.46,8.007,B,-13.4,3.0,,,-7.66,-2.45,27,24
NGC_5359,NGC_5359,14 00 07,-70 23 23,308.67,-8.28,2500.0,12.3,0.1,8.3,,-360.0,20.4,,,-5.75,-1.55,21,21
NGC_5381,NGC_5381,14 00 41,-59 35 12,311.60200000000003,2.114,,,,,,,11.0,,,,,19,19
Cl_Ruprecht_110,Ruprecht_110,14 05 27,-67 28 12,309.95,-5.61,1300.0,10.57,0.0,8.74,,-127.1,27.6,,,-12.35,-4.21,39,39
Loden_1194,Loden_1194,14 05 42,-59 43 12,312.17,1.82,500.0,8.65,0.05,8.53,,15.9,21.6,,,-10.07,-3.29,23,23
NGC_5460,NGC_5460,14 07 27,-48 20 36,315.746,12.628,678.0,9.44,0.092,8.207,B8,148.2,35.0,,-14.0,-6.59,-2.6,224,155
Loden_1225,Loden_1225,14 09 03,-59 43 12,312.58,1.69,1500.0,11.5,0.2,8.67,,44.2,19.2,,,-9.99,0.25,22,22
[KPR2005]_77,ASCC_77,14 10 48,-62 19 48,312.0,-0.86,2200.0,12.64,0.3,6.99,,-33.0,38.4,,,-4.59,-1.49,87,87
Loden_1256,Loden_1256,14 18 10,-61 25 48,313.11,-0.28,1400.0,11.66,0.3,8.41,,-6.8,24.0,,,-4.29,-0.93,24,24
Cl_Ruprecht_167,Ruprecht_167,14 18 10,-58 58 12,313.91,2.04,2000.0,11.81,0.1,8.57,,71.2,25.2,,,-6.9,-3.88,37,37
ESO_175-6,ESO_175-06,14 18 43,-56 55 11,314.658,3.952,550.0,9.32,0.2,8.6,,37.9,22.0,,,-8.65,-2.43,19,19
Cl_Lynga_2,Lynga_2,14 24 35,-61 20 00,313.86400000000003,-0.45399999999999996,1000.0,10.61,0.196,8.122,B,-7.9,10.0,,,-5.16,-5.8,880,854
NGC_5593,NGC_5593,14 25 37,-54 47 59,316.3,5.61,850.0,9.65,0.0,8.77,,83.1,21.6,,,-3.28,-2.08,323,311
NGC_5606,NGC_5606,14 27 47,-59 37 54,314.841,0.9940000000000001,1805.0,12.75,0.474,7.075,B0,31.3,3.0,,-37.1,-5.19,-4.6,1512,1468
NGC_5617,NGC_5617,14 29 44,-60 42 42,314.67,-0.1,1533.0,12.43,0.485,7.915,B0,-2.7,10.0,,,-2.04,-2.32,3,3
Cl_Trumpler_22,Trumpler_22,14 31 02,-61 10 00,314.647,-0.581,1516.0,12.52,0.521,7.95,B0,-15.4,10.0,,,,,72,72
NGC_5662,NGC_5662,14 35 37,-56 37 06,316.937,3.3939999999999997,666.0,10.08,0.311,7.968,B8,39.4,29.0,,-23.2,-5.02,-5.5,346,245
Cl_Alessi_6,Alessi_6,14 40 15,-66 07 12,313.64,-5.53,437.0,8.79,0.19,8.3,,-42.1,50.4,,,-6.2,-6.22,120,120
C_1439-661,vdBergh-Hagen_164,14 48 14,-66 20 23,314.28,-6.07,550.0,9.1,0.13,7.14,,-58.2,48.0,,13.5,-7.36,-11.14,75,75
NGC_5749,NGC_5749,14 48 53,-54 29 54,319.529,4.545,1031.0,11.23,0.376,7.728,B8,81.7,10.0,,,-1.75,-3.36,39,39
C_1447-520,Hogg_18,14 50 43,-52 16 00,320.765,6.426,1535.0,12.49,0.503,7.7589999999999995,B3,171.8,5.0,,,-1.36,-3.34,34,34
NGC_5822,NGC_5822,15 04 22,-54 24 00,321.57,3.59,917.0,10.28,0.15,8.83,B8,57.4,63.6,,-24.42,-7.46,-5.66,733,630
[KPR2005]_78,ASCC_78,15 05 06,-68 23 23,314.77,-8.64,2400.0,11.9,0.0,8.48,,-360.5,19.2,,,-7.24,-2.54,19,19
NGC_5823,NGC_5823,15 05 31,-55 35 59,321.12,2.47,1192.0,10.66,0.09,8.9,F0,51.4,15.6,,,-6.15,-3.53,75,55
Cl_Pismis_20,Pismis_20,15 15 23,-59 04 00,320.517,-1.2,2018.0,15.18,1.179,6.864,O9,-42.3,4.0,,-49.0,,,16,16
NAME_HD_135159_Group,Pismis_21,15 16 49,-59 40 00,320.357,-1.807,,,1.5,7.9,,,4.0,,,,,6,6
[KPR2005]_79,ASCC_79,15 19 11,-60 43 47,320.04,-2.86,800.0,10.01,0.16,6.86,,-39.9,62.4,,4.03,-2.67,-4.1,139,139
[KPR2005]_80,ASCC_80,15 24 35,-60 08 23,320.92,-2.73,1500.0,11.41,0.17,7.93,,-71.4,30.0,,-25.0,-2.6,-4.15,57,57
[KPR2004b]_362,Alessi_8,15 29 34,-51 13 47,326.49,4.27,575.0,9.08,0.09,7.92,,42.8,37.2,,,-6.05,-7.01,79,79
Cl_Lynga_4,Lynga_4,15 33 19,-55 14 00,324.656,0.659,,,,,,,3.0,,,,,1,1
Loden_2313,Loden_2313,15 40 48,-52 28 47,327.16,2.24,1410.0,10.9,0.05,8.74,,55.1,22.8,,,-3.77,-2.22,19,19
[KPR2005]_81,ASCC_81,15 46 55,-50 58 47,328.83,2.85,700.0,9.69,0.15,8.38,,34.8,31.2,,,-3.24,-5.65,60,60
[KPR2005]_82,ASCC_82,15 47 23,-64 24 36,320.55,-7.74,800.0,9.52,0.0,8.67,,-107.7,36.0,,,-2.96,-5.23,57,57
C_1546-575,Collinder_292,15 49 51,-57 37 11,325.04,-2.62,1500.0,11.19,0.1,8.73,,-68.6,24.0,,,-1.6,-2.52,35,35
[KPR2005]_83,ASCC_83,15 50 13,-52 47 59,328.1,1.11,600.0,9.36,0.15,8.4,,11.6,25.2,,,-4.0,-4.92,31,31
NGC_5999,NGC_5999,15 52 08,-56 28 24,326.008,-1.925,2050.0,12.95,0.45,8.6,A0,-68.9,3.0,,,,,68,68
[KPR2005]_84,ASCC_84,15 54 53,-60 44 24,323.56,-5.44,900.0,10.24,0.15,7.68,,-85.3,30.0,,-5.0,-1.74,-4.87,30,30
NGC_6005,NGC_6005,15 55 48,-57 26 12,325.78,-2.986,2690.0,13.54,0.45,9.08,,-140.1,5.0,,,,,727,727
C_1553-593,Ruprecht_113,15 57 28,-59 29 24,324.62,-4.69,810.0,10.01,0.15,8.23,,-66.2,54.0,,,-3.04,-2.1,101,101
Cl_Moffat_1,Moffat_1,16 01 36,-54 08 36,328.54,-1.0,2100.0,14.7,1.0,7.0,,-36.7,2.0,,,,,14,14
NGC_6025,NGC_6025,16 03 17,-60 25 54,324.551,-5.8839999999999995,756.0,9.89,0.159,7.888999999999999,B3,-77.5,14.0,,,-3.12,-3.2,140,88
Cl_Lynga_6,Lynga_6,16 04 52,-51 56 00,330.369,0.32299999999999995,1600.0,14.9,1.25,7.43,B,9.0,5.0,,-59.4,-13.61,-1.83,14,14
NGC_6031,NGC_6031,16 07 35,-54 00 54,329.281,-1.4980000000000002,1823.0,12.45,0.371,8.068999999999999,B3,-47.7,3.0,,,-2.39,-7.52,126,122
NGC_6067,NGC_6067,16 13 11,-54 13 06,329.745,-2.205,1417.0,11.93,0.38,8.076,B2,-54.5,14.0,0.13,-39.9,-1.72,-2.48,53,41
Cl_Pismis_22,Pismis_22,16 14 09,-51 52 00,331.468,-0.597,1000.0,16.2,2.0,7.6,,-10.4,4.0,,,,,12,12
NGC_6087,NGC_6087,16 18 50,-57 56 06,327.726,-5.426,891.0,10.29,0.175,7.976,B5,-84.3,14.0,-0.01,5.7,-2.35,-3.9,124,114
C_1619-518,Ruprecht_116,16 23 20,-52 00 00,332.38,-1.68,900.0,10.08,0.1,8.95,,-26.4,12.0,,,-2.1,-4.86,18,18
NGC_6115,Ruprecht_118,16 24 36,-51 58 00,332.54699999999997,-1.798,1343.0,11.91,0.41,8.11,,-42.1,3.0,,,,,7,7
NGC_6124,NGC_6124,16 25 20,-40 39 12,340.741,6.016,512.0,10.87,0.75,8.147,B8,53.7,39.0,,,-1.26,-3.0,394,305
NGC_6134,NGC_6134,16 27 46,-49 09 06,334.917,-0.198,913.0,11.03,0.395,8.968,B8,-3.2,6.0,0.18,-26.0,-0.86,-4.6,51,51
C_1624-514,Ruprecht_119,16 28 15,-51 30 00,333.276,-1.879,956.0,11.67,0.57,6.853,,-31.3,8.0,,,-1.15,-1.8,777,758
NGC_6152,NGC_6152,16 32 42,-52 38 23,332.91,-3.15,1030.0,10.68,0.2,8.65,B5,-56.6,43.2,,,-2.06,-2.5,147,147
NGC_6169,NGC_6169,16 34 04,-44 02 42,339.37800000000004,2.515,,,,,,,12.0,,,,,3,3
NGC_6167,NGC_6167,16 34 34,-49 46 18,335.222,-1.4269999999999998,1108.0,12.64,0.779,7.8870000000000005,B0,-27.6,7.0,,,-0.83,-4.52,21,21
C_1631-508,Collinder_307,16 35 20,-51 00 00,334.399,-2.347,1300.0,13.17,0.84,8.4,,-53.2,5.0,,,,,12,12
NGC_6178,NGC_6178,16 35 47,-45 38 36,338.405,1.2109999999999999,1014.0,10.71,0.21899999999999997,7.247999999999999,B5,21.4,5.0,,4.5,0.62,-2.06,120,102
NGC_6192,NGC_6192,16 40 23,-43 22 00,340.647,2.122,1547.0,12.92,0.637,8.13,A2,57.3,9.0,,,,,100,100
NGC_6193,NGC_6193,16 41 20,-48 45 48,336.711,-1.574,1155.0,11.79,0.475,6.775,B0,-31.7,14.0,,-24.3,0.23,-4.48,232,146
NGC_6200,NGC_6200,16 44 07,-47 27 48,337.996,-1.069,2054.0,13.36,0.581,6.928,,-38.3,14.0,,,-1.0,-5.06,323,322
ESO_226-22,Lynga_12,16 46 04,-50 46 00,335.695,-3.463,1000.0,10.68,0.22,8.75,,-60.4,5.0,,,,,140,140
NGC_6204,NGC_6204,16 46 09,-47 01 00,338.56,-1.04,1085.0,11.51,0.43,7.564,B0,-19.7,5.0,,-53.0,-0.02,-0.01,231,203
Cl_Hogg_22,Hogg_22,16 46 37,-47 05 00,338.561,-1.143,1216.0,12.43,0.647,6.78,,-24.3,3.0,,,-3.16,-3.77,61,31
Cl_Westerlund_1,Westerlund_1,16 47 04,-45 50 42,339.55400000000003,-0.4,5200.0,22.88,3.0,,B0,-36.0,3.0,,,,,280,266
[KPR2005]_85,ASCC_85,16 47 31,-45 27 35,339.89,-0.21,1200.0,11.02,0.2,7.42,,-4.4,26.4,,7.09,-0.43,-4.01,19,19
NGC_6208,NGC_6208,16 49 28,-53 43 42,333.755,-5.765,939.0,10.51,0.21,9.068999999999999,,-94.3,18.0,,,-0.24,0.53,30,30
NGC_6231,NGC_6231,16 54 10,-41 49 30,343.464,1.1840000000000002,1243.0,11.83,0.439,6.843,O8,25.7,14.0,,-25.0,-1.73,-1.07,327,293
ESO_332-8,ESO_332-08,16 54 43,-40 42 30,344.397,1.807,1200.0,11.02,0.2,8.17,,37.9,16.0,,,0.05,-4.1,20,20
Cl_Lynga_14,Lynga_14,16 55 04,-45 14 00,340.91900000000004,-1.089,881.0,14.15,1.4280000000000002,6.712000000000001,,-16.7,3.0,,,,,9,9
NGC_6242,NGC_6242,16 55 33,-39 27 42,345.468,2.4659999999999997,1131.0,11.44,0.377,7.608,B5,48.7,9.0,,,0.0,1.65,149,128
C_1652-405,vdBergh-Hagen_205,16 56 09,-40 40 11,344.59,1.62,2160.0,12.6,0.3,7.12,,61.1,7.2,,-7.0,-1.12,-1.22,9,9
Cl_Trumpler_24,Trumpler_24,16 57 00,-40 40 00,344.70099999999996,1.496,1138.0,11.58,0.418,6.919,O7,29.7,60.0,,-4.0,-0.87,-1.27,301,252
NGC_6249,NGC_6249,16 57 41,-44 48 42,341.537,-1.186,981.0,11.33,0.44299999999999995,7.386,,-20.3,5.0,,,2.18,-5.0,311,303
NGC_6250,NGC_6250,16 57 56,-45 56 12,340.68300000000005,-1.92,865.0,10.77,0.35,7.415,B8,-29.0,10.0,,,-0.19,-3.3,84,63
NGC_6253,NGC_6253,16 59 05,-52 42 30,335.46,-6.251,1510.0,11.51,0.2,9.7,,-164.4,4.0,0.36,,,,148018,147975
NGC_6259,NGC_6259,17 00 45,-44 39 18,341.99800000000005,-1.517,1031.0,11.61,0.498,8.336,F8,-27.3,14.0,0.02,-33.7,-0.11,-3.74,39,37
NAME_Alessi-Teutsch_12,ASCC_86,17 01 58,-59 00 35,330.63,-10.38,700.0,9.6,0.12,7.07,,-126.1,66.0,,-6.0,-3.34,-7.79,109,109
NGC_6268,NGC_6268,17 02 10,-39 43 42,346.04900000000004,1.3,1029.0,11.26,0.387,7.236000000000001,,23.3,6.0,,,,,210,194
[KPR2005]_87,ASCC_87,17 02 59,-28 27 00,355.15,8.02,900.0,10.58,0.26,8.52,,125.6,66.0,,,0.89,-2.79,97,97
NGC_6281,NGC_6281,17 04 41,-37 59 06,347.731,1.972,479.0,8.86,0.14800000000000002,8.497,,16.5,8.0,,,-3.43,-3.6,109,108
[KPR2005]_88,ASCC_88,17 06 46,-35 35 59,349.88,3.08,1900.0,12.94,0.5,7.17,,102.1,66.0,,1.75,2.89,-2.0,127,127
NGC_6318,NGC_6318,17 16 11,-39 25 30,347.902,-0.688,2220.0,15.45,1.2,8.2,,-25.2,4.0,,,,,336,336
C_1712-407,vdBergh-Hagen_217,17 16 18,-40 49 00,346.782,-1.5130000000000001,1213.0,10.42,0.6,7.54,,-32.0,5.0,,,,,267,267
Cl_Bochum_13,Bochum_13,17 17 24,-35 33 00,351.202,1.36,1077.0,12.81,0.8540000000000001,6.8229999999999995,,25.6,14.0,,,0.26,-1.56,55,49
NGC_6322,NGC_6322,17 18 25,-42 56 00,345.279,-3.057,996.0,11.82,0.59,7.058,B1,-53.1,5.0,,,0.92,-0.48,120,89
Cl_VDBH_221,vdBergh-Hagen_221,17 18 39,-32 20 24,353.97,3.0,750.0,9.99,0.2,8.01,,39.3,27.6,,6.33,2.84,-3.1,48,48
Cl_HM_1,Havlen-Moffat_1,17 18 54,-38 49 00,348.704,-0.767,2900.0,18.05,1.85,,O4,-38.8,5.0,,,,,40,40
[KPR2005]_89,ASCC_89,17 23 16,-62 38 23,329.04,-14.56,500.0,8.81,0.1,7.03,,-125.7,132.0,,4.0,1.35,-8.31,366,366
IC_4651,IC_4651,17 24 49,-49 56 00,340.088,-7.907,888.0,10.1,0.11599999999999999,9.057,,-122.2,10.0,0.09,-31.0,-1.07,-2.2,17697,17640
Cl_Pismis_24,Pismis_24,17 25 32,-34 25 00,353.161,0.892,1995.0,16.83,1.72,7.0,,31.1,5.0,,,,,9,9
C_1725-294,Trumpler_26,17 28 33,-29 30 00,357.524,2.84,,,,,,,6.0,,,,,47,47
Antalova_1,Antalova_1,17 28 55,-31 34 11,355.84,1.64,850.0,10.42,0.25,8.5,,24.3,26.4,,33.0,-0.24,-3.75,29,29
Cl_Ruprecht_125,Ruprecht_125,17 29 38,-40 28 12,348.49,-3.4,1500.0,11.19,0.1,8.77,,-89.0,20.4,,,-1.46,-3.56,26,26
Cl_Collinder_333,Collinder_333,17 31 29,-34 01 12,354.09,-0.17,855.0,10.0,0.11,8.9,,-2.5,18.0,,,0.68,-4.88,10,10
