Simbad_ID,Name_webda,RA_2000_webda,Dec_2000_webda,l_webda,b_webda,Dist_webda,Mod_webda,EB-V_webda,Age_webda,ST_webda,Z_webda,Diam_webda,Fe/H_webda,MRV_webda,pm RA_webda,pm Dec_webda,Measures_webda,Stars_webda
[KPR2004b]_492,Alessi_12,20 43 30,+23 46 48,67.41,-11.46,537.0,8.9,0.08,7.9,,-106.7,60.0,,,3.75,-4.66,117,117
C_2050+377,Roslund_7,20 52 22,+37 54 00,79.8,-4.22,700.0,9.85,0.2,8.67,,-51.5,51.6,,,1.2,0.42,111,111
NGC_6991,NGC_6991,20 54 32,+47 27 00,87.39,1.6,700.0,9.23,0.0,9.11,,19.5,50.4,,-6.0,7.0,9.26,151,151
Cl_Berkeley_53,Berkeley_53,20 55 56,+51 02 48,90.29299999999999,3.7489999999999997,3100.0,17.17,1.52,9.09,,202.7,12.0,,,,,1674,1674
M_73,NGC_6994,20 58 55,-12 38 00,35.714,-33.935,620.0,9.18,0.07,9.4,,-346.1,9.0,,,,,144,144
NGC_7031,NGC_7031,21 07 12,+50 52 30,91.336,2.303,900.0,12.42,0.8540000000000001,8.138,B5,36.2,14.0,,,,,16,15
NGC_7039,NGC_7039,21 10 48,+45 37 00,87.87899999999999,-1.705,951.0,10.3,0.131,7.82,B5,-28.3,14.0,,,-0.48,-2.99,11,11
Cl_Berkeley_91,Berkeley_91,21 10 52,+48 32 00,90.064,0.132,2400.0,15.0,1.0,8.7,,5.5,3.0,,,,,966,966
[KPR2005]_113,ASCC_113,21 12 00,+38 35 59,82.88,-6.65,450.0,8.27,0.0,8.14,,-52.1,56.4,,,1.04,-4.22,123,123
NGC_7044,NGC_7044,21 13 09,+42 29 42,85.89,-4.15,3161.0,14.33,0.59,9.279,,-228.8,6.0,,,,,2799,2799
Cl_Berkeley_55,Berkeley_55,21 16 58,+51 45 32,93.027,1.798,1210.0,15.81,1.74,8.5,,38.0,5.0,,,,,585,585
NGC_7058,NGC_7058,21 21 53,+50 49 11,92.9,0.59,400.0,8.2,0.06,8.35,,4.1,9.6,,,7.33,3.18,8,8
NGC_7062,NGC_7062,21 23 27,+46 22 42,89.959,-2.748,1480.0,12.25,0.452,8.465,A1,-71.0,5.0,,,-2.52,-5.83,25,25
NGC_7063,NGC_7063,21 24 21,+36 29 12,83.05799999999999,-9.883,689.0,9.47,0.091,7.977,B8,-118.3,9.0,,,0.64,-2.1,35,31
NGC_7067,NGC_7067,21 24 23,+48 00 36,91.21600000000001,-1.695,3600.0,15.11,0.75,8.0,B0,-39.4,3.0,,,,,14,11
NGC_7082,NGC_7082,21 29 17,+47 07 36,91.199,-2.905,1442.0,11.53,0.237,8.232999999999999,,-73.1,25.0,-0.01,,-0.71,-4.27,70,70
Cl_Platais_1,Platais_1,21 30 02,+48 58 36,92.561,-1.646,1268.0,11.62,0.35700000000000004,8.244,,-36.4,10.0,,,-3.73,-3.97,127,121
NGC_7086,NGC_7086,21 30 27,+51 36 00,94.40700000000001,0.22,1298.0,13.07,0.807,8.142000000000001,A5,5.0,12.0,,-5.6,0.98,0.22,155,136
M_39,NGC_7092,21 31 48,+48 26 00,92.40299999999999,-2.242,326.0,7.61,0.013000000000000001,8.445,A0,-12.8,29.0,,-7.5,-7.9,-20.1,234,211
IC_1396,Trumpler_37,21 39 06,+57 30 00,99.31200000000001,3.734,835.0,11.07,0.47,7.053999999999999,O6,54.4,89.0,,22.3,-1.58,-1.7,186,186
[KPR2005]_114,ASCC_114,21 40 01,+53 58 12,97.07,1.0,550.0,9.51,0.26,7.75,,9.6,19.2,,-22.0,-3.62,-3.38,23,23
NGC_7129,NGC_7129,21 42 59,+66 06 48,105.404,9.885,,,,,,,7.0,,,,,29,28
NGC_7128,NGC_7128,21 43 57,+53 42 54,97.34200000000001,0.429,2307.0,14.97,1.018,7.254,B2,17.3,4.0,,-48.0,,,3,3
NGC_7142,NGC_7142,21 45 09,+65 46 30,105.34700000000001,9.485,1686.0,12.36,0.397,9.276,F3,277.8,12.0,0.04,,,,47,44
IC_5146,IC_5146,21 53 24,+47 16 00,94.383,-5.495,852.0,11.49,0.593,6.0,B1,-81.6,20.0,,,-1.77,-1.7,830,732
NGC_7160,NGC_7160,21 53 40,+62 36 12,104.012,6.457000000000001,789.0,10.65,0.375,7.278,B1,88.7,5.0,,-20.0,-1.57,-1.6,45,45
Cl_Berkeley_93,Berkeley_93,21 56 12,+63 56 00,105.072,7.319,5600.0,18.39,1.5,8.0,,713.4,2.0,,,,,216,216
[KPR2005]_115,ASCC_115,21 56 52,+51 28 47,97.45,-2.54,600.0,9.36,0.15,8.59,,-26.6,19.2,,-9.0,0.15,-1.28,21,21
[KPR2005]_116,ASCC_116,21 58 33,+54 29 24,99.49,-0.32,5000.0,15.08,0.51,7.03,,-27.9,21.6,,-30.6,-3.51,-4.74,31,31
[KPR2005]_117,ASCC_117,22 04 58,+62 16 12,104.85,5.39,1200.0,11.33,0.3,6.67,,112.7,42.0,,-11.39,-2.31,0.03,59,59
NGC_7209,NGC_7209,22 05 07,+46 29 00,95.49600000000001,-7.3389999999999995,1168.0,10.86,0.168,8.617,B9,-149.2,14.0,,,1.53,1.3,150,97
NAME_Alessi-Teutsch_5,ASCC_118,22 08 23,+61 05 59,104.48,4.21,900.0,10.7,0.3,7.02,,66.1,25.2,,-42.0,-2.19,-4.03,26,26
IC_1434,IC_1434,22 10 30,+52 50 00,99.93700000000001,-2.7,,,,,,,6.0,,,,,30965,30132
NGC_7235,NGC_7235,22 12 25,+57 16 12,102.70100000000001,0.782,2823.0,15.15,0.934,7.072,B0,38.5,5.0,,-52.0,-4.03,-2.11,570,564
NGC_7243,NGC_7243,22 15 08,+49 53 54,98.85700000000001,-5.524,808.0,10.22,0.22,8.058,B7,-77.8,29.0,,-16.0,-0.46,-1.2,2762,2619
NGC_7245,NGC_7245,22 15 11,+54 20 36,101.368,-1.8519999999999999,2106.0,13.08,0.473,8.246,,-68.1,5.0,,,,,1304,1304
IC_1442,IC_1442,22 16 30,+54 03 00,101.363,-2.2030000000000003,2346.0,13.53,0.541,6.982,,-90.2,5.0,,,-2.92,-2.82,115,113
NAME_Cl_Pismis-Moreno_1,Pismis-Moreno_1,22 18 46,+63 16 12,106.72,5.31,900.0,11.32,0.5,7.55,,83.3,19.2,,-23.25,0.31,-0.39,19,19
[KPR2005]_119,ASCC_119,22 19 11,+46 54 00,97.73,-8.39,1000.0,10.31,0.1,8.83,,-145.9,25.2,,,-6.15,-6.06,29,29
NGC_7261,NGC_7261,22 20 11,+58 07 18,104.037,0.91,1681.0,14.13,0.9690000000000001,7.67,B2,26.7,5.0,,,,,18,17
Cl_Berkeley_94,Berkeley_94,22 22 42,+55 51 00,103.095,-1.185,2630.0,13.98,0.608,6.996,,-54.4,3.0,,,3.32,-1.1,65,65
NGC_7281,NGC_7281,22 25 19,+57 49 11,104.44,0.29,1620.0,12.6,0.5,7.86,,8.2,24.0,,,-0.46,-2.41,33,33
NGC_7296,NGC_7296,22 28 02,+52 19 00,101.882,-4.595,2390.0,12.8,0.15,8.0,,-191.5,4.0,,,,,290,213
Cl_Berkeley_95,Berkeley_95,22 28 18,+59 08 00,105.471,1.203,3260.0,16.8,1.36,7.55,,68.4,3.0,,,,,3749,2126
Cl_Berkeley_96,Berkeley_96,22 29 24,+55 24 00,103.661,-2.066,3087.0,14.4,0.63,6.822,,-111.3,2.0,,,,,10,10
[KPR2005]_120,ASCC_120,22 30 36,+57 12 35,104.73,-0.6,2500.0,13.91,0.62,7.08,,-26.2,36.0,,-60.79,-2.99,-1.54,59,59
[KPR2005]_121,ASCC_121,22 30 43,+54 54 00,103.56,-2.59,2500.0,12.92,0.3,7.73,,-113.0,27.6,,-64.3,-2.49,-0.7,44,44
[KPR2005]_122,ASCC_122,22 33 14,+39 36 36,95.91,-15.9,700.0,9.53,0.1,6.98,,-191.8,86.4,,-8.17,-0.29,-4.19,155,155
Cl_Berkeley_97,Berkeley_97,22 39 30,+59 01 00,106.656,0.379,1800.0,13.6,0.75,7.3,,11.9,2.0,,,,,3433,3433
[KPR2005]_123,ASCC_123,22 42 35,+54 15 35,104.74,-4.0,250.0,7.3,0.1,8.41,,-17.4,153.6,,-6.46,12.5,-1.06,960,960
Cl_Berkeley_98,Berkeley_98,22 42 38,+52 23 16,103.85600000000001,-5.648,3730.0,13.26,0.13,9.4,,-367.1,14.0,,,,,2171,2171
NGC_7380,NGC_7380,22 47 21,+58 07 54,107.141,-0.884,2222.0,13.6,0.602,7.077000000000001,O6,-34.3,20.0,,-39.0,-1.74,-2.52,947,896
[KPR2005]_124,ASCC_124,22 48 07,+46 15 00,101.73,-11.48,600.0,9.36,0.15,8.48,,-119.4,36.0,,,1.34,-2.41,32,32
C_2250+580,King_18,22 52 06,+58 17 00,107.76799999999999,-1.031,2340.0,13.8,0.63,8.4,,-42.1,5.0,,,,,5227,3677
NGC_7419,NGC_7419,22 54 20,+60 48 54,109.134,1.12,1382.0,16.37,1.828,7.2829999999999995,,27.0,5.0,,,,,1850,1820
Cl_King_10,King_10,22 54 54,+59 10 00,108.48100000000001,-0.396,3379.0,16.17,1.138,7.446000000000001,,-23.4,4.0,,,,,9,9
[KPR2005]_125,ASCC_125,22 56 16,+62 45 00,110.17,2.76,1500.0,13.08,0.71,7.01,,72.2,66.0,,-17.93,-2.23,-3.44,101,101
NGC_7438,NGC_7438,22 57 21,+54 20 24,106.7,-4.9,600.0,10.13,0.4,8.93,,-51.3,27.6,,,1.53,-1.18,48,48
[KPR2005]_126,ASCC_126,23 06 17,+51 02 59,106.58,-8.46,800.0,9.82,0.1,7.26,,-117.7,36.0,,-12.69,-0.66,-3.01,54,54
C_2306+602,King_19,23 08 18,+60 31 00,110.57,0.14400000000000002,1967.0,13.16,0.547,8.557,B6,4.9,5.0,,,6.48,5.98,449,437
[KPR2005]_127,ASCC_127,23 08 23,+64 50 59,112.26,4.13,350.0,8.03,0.1,7.82,,25.2,86.4,,-8.24,6.89,-2.23,146,146
NGC_7510,NGC_7510,23 11 03,+60 34 12,110.90299999999999,0.064,2075.0,14.24,0.855,7.577999999999999,O9,2.3,6.0,,,,,19,18
Mrk_50,Markarian_50,23 15 18,+60 28 00,111.35,-0.225,2114.0,14.14,0.81,7.095,B0,-8.3,2.0,,,,,1107,1107
[KPR2005]_128,ASCC_128,23 20 34,+54 35 59,109.93,-5.96,900.0,10.17,0.13,8.44,,-93.5,42.0,,,-1.08,-1.57,74,74
M_52,NGC_7654,23 24 48,+61 35 36,112.819,0.434,1421.0,12.77,0.6459999999999999,7.763999999999999,B6,10.8,15.0,,-35.5,-0.56,0.9,8109,7462
C_2323+610,Czernik_43,23 25 48,+61 19 11,112.84100000000001,0.134,2500.0,14.16,0.7,7.7,,5.7,20.4,,-58.05,-2.77,-2.2,20979,20977
Cl_Berkeley_100,Berkeley_100,23 25 58,+63 46 48,113.66,2.458,3355.0,16.38,1.21,8.2,,143.9,2.0,,,,,2702,2702
NAME_Alessi_J2327+55,ASCC_129,23 28 01,+55 35 59,111.27,-5.37,1000.0,10.56,0.18,8.69,,-93.6,25.2,,,-1.07,-4.12,34,34
NGC_7686,NGC_7686,23 30 07,+49 08 00,109.51299999999999,-11.607999999999999,,,,,A0,,14.0,,,,,33,33
Cl_Berkeley_101,Berkeley_101,23 32 47,+64 12 30,114.50399999999999,2.6310000000000002,2500.0,15.43,1.11,8.85,,114.8,2.0,,,,,2754,2754
C_2331+582,King_20,23 33 17,+58 28 33,112.848,-2.8569999999999998,1900.0,13.41,0.65,8.3,,-94.7,5.0,,,,,1276,857
Cl_Czernik_44,Czernik_44,23 33 30,+61 57 00,113.90799999999999,0.452,,,,,,,4.0,,,,,14874,14874
Cl_Stock_12,Stock_12,23 35 34,+52 41 23,111.44,-8.48,400.0,8.16,0.05,8.45,B9,-59.0,44.4,,,7.92,-1.81,61,61
NAME_Aveni-Hunter_1,Aveni-Hunter_1,23 37 48,+48 31 12,110.55,-12.58,500.0,8.8,0.1,8.26,,-108.9,47.0,,,,,94,94
Cl_Berkeley_102,Berkeley_102,23 38 42,+56 38 00,113.01299999999999,-4.831,2600.0,14.2,0.69,8.78,,-219.0,5.0,,,,,18178,16573
Cl_Berkeley_103,Berkeley_103,23 45 12,+59 18 00,114.557,-2.49,2100.0,14.7,1.0,8.7,,-91.2,2.0,,,,,2511,2511
Cl_Stock_17,Stock_17,23 46 00,+62 11 00,115.12299999999999,0.319,2144.0,13.94,0.736,6.775,B0,11.9,1.0,,,,,8,8
C_2345+683,King_11,23 47 48,+68 38 00,117.163,6.477,2892.0,16.24,1.27,9.699,,326.2,5.0,-0.23,-34.0,,,1971,1971
C_2347+624,King_21,23 49 56,+62 41 54,115.946,0.6629999999999999,2103.0,14.36,0.8859999999999999,7.162999999999999,B0,25.0,4.0,,,,,48,26
NGC_7762,NGC_7762,23 50 01,+68 02 18,117.219,5.851,744.0,11.56,0.71,8.425,,75.8,14.0,,,,,1765,1741
NGC_7772,NGC_7772,23 51 46,+16 14 48,102.74,-44.273,1500.0,10.97,0.03,9.17,,-1047.1,3.0,,,,,15,15
[KPR2005]_130,ASCC_130,23 52 47,+62 26 23,116.2,0.33,3400.0,14.27,0.52,7.03,,19.6,18.0,,,-1.22,0.35,19,19
Cl_King_12,King_12,23 53 00,+61 58 00,116.124,-0.13,2378.0,13.71,0.59,7.037000000000001,,-5.4,3.0,,,,,19,19
NGC_7788,NGC_7788,23 56 45,+61 23 54,116.434,-0.782,2374.0,12.75,0.28300000000000003,7.593,B4,-32.4,4.0,,,-3.07,-1.71,12,12
NGC_7789,NGC_7789,23 57 24,+56 42 30,115.53200000000001,-5.385,2337.0,12.52,0.217,9.235,B9,-219.3,25.0,-0.08,-64.0,,,560,558
Frolov_1,Frolov_1,23 57 25,+61 37 48,116.56,-0.57,2560.0,13.9,0.6,7.66,,-25.5,18.0,,,-5.91,-1.35,15,15
NGC_7790,NGC_7790,23 58 24,+61 12 30,116.589,-1.008,2944.0,13.99,0.531,7.749,B4,-51.8,5.0,,-78.0,-0.73,-2.14,1501,924
